Customer_ID,Age,Gender,Marital_Status,Education,Employment_Type,Annual_Income,Loan_Amount,Loan_Term,Credit_Score,Existing_Loan,Property_Area,State,Loan_Purpose,Loan_Status,Default_Status,Interest_Rate,EMI
CUST00195,33,Male,Single,Graduate,Self-Employed,1398222,1249670,24,565,Yes,Semiurban,Rajasthan,Home,Rejected,No,15.53,68242.4
CUST00196,23,Female,Married,Graduate,Self-Employed,1650976,644604,48,682,Yes,Urban,Gujarat,Education,Approved,No,14.96,21465.31
CUST00197,29,Male,Single,Graduate,Self-Employed,1398744,1126956,24,708,No,Urban,Uttar Pradesh,Education,Approved,No,8.93,55342.93
CUST00198,32,Male,Married,Non-Graduate,Salaried,1840592,684486,240,808,Yes,Urban,Uttar Pradesh,Business,Approved,No,12.71,10101.87
CUST00199,43,Female,Single,Graduate,Self-Employed,889376,314500,360,647,No,Rural,Uttar Pradesh,Home,Approved,No,13.85,4503.47
CUST00200,34,Female,Married,Graduate,Self-Employed,1784110,120326,180,586,Yes,Semiurban,Maharashtra,Home,Rejected,Yes,15.87,2259.79
CUST00201,53,Male,Married,Non-Graduate,Salaried,638774,928879,180,767,No,Rural,Rajasthan,Home,Approved,No,8.62,11832.89
CUST00202,38,Female,Married,Non-Graduate,Salaried,711937,689282,48,614,No,Semiurban,Karnataka,Business,Rejected,No,13.89,22338.48
CUST00203,29,Male,Married,Non-Graduate,Salaried,611597,270971,60,674,No,Rural,Tamil Nadu,Education,Approved,No,10.05,6785.57
CUST00204,43,Male,Married,Non-Graduate,Salaried,1114228,856481,48,756,Yes,Semiurban,Maharashtra,Car,Approved,No,8.58,23967.19
CUST00205,30,Female,Single,Graduate,Self-Employed,1153959,1567509,240,683,Yes,Urban,Maharashtra,Home,Approved,No,10.79,20625.81
CUST00206,39,Male,Single,Non-Graduate,Salaried,292263,1990369,24,621,Yes,Urban,Uttar Pradesh,Business,Approved,No,14.14,106385.22
CUST00207,25,Male,Married,Graduate,Self-Employed,1121522,1901090,180,601,Yes,Urban,Tamil Nadu,Business,Approved,No,11.18,28273.43
CUST00208,43,Male,Married,Graduate,Self-Employed,1784166,1885669,24,764,No,Rural,Uttar Pradesh,Car,Approved,No,11.84,97174.81
CUST00209,50,Female,Married,Non-Graduate,Self-Employed,1053938,1267060,12,823,No,Urban,Maharashtra,Education,Approved,No,15.96,122440.23
CUST00210,45,Female,Single,Graduate,Self-Employed,1814021,1081519,360,609,No,Semiurban,Karnataka,Home,Rejected,No,10.59,12548.62
CUST00211,48,Female,Single,Non-Graduate,Self-Employed,1827781,839352,36,545,No,Rural,Uttar Pradesh,Home,Approved,No,12.54,32086.56
CUST00212,54,Female,Married,Graduate,Salaried,1472386,534410,240,682,Yes,Semiurban,Uttar Pradesh,Business,Approved,No,10.29,6809.27
CUST00213,45,Male,Single,Non-Graduate,Self-Employed,1345222,1868242,36,629,No,Rural,Punjab,Education,Approved,No,10.54,68305
CUST00214,30,Female,Married,Non-Graduate,Self-Employed,545266,1440281,240,562,Yes,Semiurban,Uttar Pradesh,Home,Approved,No,13.26,21916.28
CUST00215,34,Female,Married,Non-Graduate,Self-Employed,1738601,1893954,120,767,No,Semiurban,Maharashtra,Car,Approved,No,15.44,40151.82
CUST00216,50,Female,Married,Non-Graduate,Salaried,680703,275314,360,501,No,Rural,Karnataka,Education,Approved,Yes,11.88,3490.37
CUST00217,45,Female,Single,Non-Graduate,Self-Employed,1174323,1537292,12,717,No,Rural,Tamil Nadu,Education,Approved,No,13.92,145940.25
CUST00218,34,Male,Married,Non-Graduate,Self-Employed,543054,1858476,360,744,Yes,Urban,Delhi,Business,Approved,No,7.8,17242.53
CUST00219,55,Male,Married,Graduate,Salaried,1106862,1901317,60,835,Yes,Urban,Tamil Nadu,Business,Approved,No,8.9,45790.05
CUST00220,54,Male,Married,Graduate,Self-Employed,1516128,1678094,240,836,No,Semiurban,Karnataka,Home,Approved,No,11.52,23101.76
CUST00221,30,Female,Single,Graduate,Self-Employed,1307955,1996830,36,562,No,Semiurban,Gujarat,Business,Rejected,No,7.18,67415.2
CUST00222,55,Female,Single,Non-Graduate,Salaried,1273629,1590448,240,550,No,Semiurban,Uttar Pradesh,Education,Approved,No,9.28,18926.33
CUST00223,31,Male,Single,Graduate,Self-Employed,1651238,566998,60,562,Yes,Rural,Tamil Nadu,Home,Approved,No,11.66,14959.3
CUST00224,31,Female,Married,Non-Graduate,Self-Employed,1904858,997531,240,530,Yes,Rural,Gujarat,Home,Approved,No,7.13,10083.38
CUST00225,41,Female,Single,Graduate,Self-Employed,298723,1618560,360,636,Yes,Urban,Gujarat,Education,Approved,No,9.38,17147.74
CUST00226,41,Male,Married,Graduate,Self-Employed,775644,515757,84,562,No,Semiurban,Karnataka,Home,Approved,Yes,11.63,11138.51
CUST00227,42,Male,Single,Non-Graduate,Self-Employed,1521509,1473060,240,451,Yes,Urban,Karnataka,Car,Rejected,No,12.16,21064.76
CUST00228,27,Female,Married,Graduate,Salaried,1053088,558062,120,579,No,Rural,Punjab,Car,Rejected,No,15.33,11779.76
CUST00229,37,Female,Single,Graduate,Salaried,1280730,1682185,120,669,Yes,Rural,Uttar Pradesh,Home,Approved,No,12.81,31975.53
CUST00230,22,Female,Married,Graduate,Salaried,1462518,182028,180,503,No,Rural,Delhi,Business,Rejected,Yes,10.73,2638.9
CUST00231,32,Male,Single,Non-Graduate,Self-Employed,464480,281447,120,792,No,Urban,Rajasthan,Car,Approved,Yes,15.37,5950.26
CUST00232,38,Male,Single,Graduate,Self-Employed,1614397,910563,240,673,Yes,Rural,Maharashtra,Home,Approved,No,14.06,14462.78
CUST00233,31,Male,Single,Non-Graduate,Self-Employed,481173,1539700,240,674,No,Semiurban,Tamil Nadu,Car,Approved,Yes,8.8,17706.55
CUST00234,36,Male,Married,Graduate,Salaried,1045633,1045843,84,834,No,Urban,Karnataka,Business,Approved,No,8.18,19579.68
CUST00235,38,Female,Single,Graduate,Self-Employed,1280841,1910971,120,575,No,Rural,Tamil Nadu,Education,Approved,No,13.08,36754.34
CUST00236,55,Male,Single,Graduate,Self-Employed,1613636,676045,24,579,Yes,Urban,Rajasthan,Home,Approved,No,12.04,34951.53
CUST00237,46,Male,Single,Graduate,Self-Employed,1491898,1531235,240,502,No,Urban,Rajasthan,Home,Approved,Yes,14.11,24384.92
CUST00238,36,Female,Single,Non-Graduate,Salaried,1234057,1984267,12,621,Yes,Rural,Uttar Pradesh,Home,Approved,No,13.65,187926.62
CUST00239,26,Female,Married,Graduate,Salaried,1423520,351207,12,667,Yes,Rural,Gujarat,Home,Approved,Yes,12.63,32963.7
CUST00240,32,Female,Single,Non-Graduate,Self-Employed,1819061,1474945,36,609,No,Urban,Uttar Pradesh,Home,Approved,Yes,15.88,60489.13
CUST00241,33,Male,Married,Non-Graduate,Self-Employed,1696972,1477120,84,647,Yes,Urban,Maharashtra,Home,Approved,No,11.8,32109.78
CUST00242,24,Female,Married,Graduate,Self-Employed,1403358,1441538,60,696,No,Rural,Delhi,Business,Approved,No,8.02,33659.91
CUST00243,59,Female,Married,Graduate,Salaried,1933422,316847,24,773,Yes,Semiurban,Tamil Nadu,Education,Approved,No,14.45,17017.32
CUST00244,22,Male,Married,Non-Graduate,Salaried,1320483,770488,240,652,No,Urban,Maharashtra,Business,Approved,No,9.27,9162.39
CUST00245,46,Male,Single,Non-Graduate,Salaried,402967,646387,360,633,Yes,Urban,Punjab,Business,Approved,No,14,9336.7
CUST00246,47,Female,Married,Graduate,Self-Employed,1551351,469065,48,572,No,Semiurban,Delhi,Education,Approved,No,15.61,15873.94
CUST00247,47,Male,Married,Graduate,Salaried,1639758,737220,48,850,No,Rural,Tamil Nadu,Business,Approved,No,13.27,23511.17
CUST00248,35,Female,Married,Graduate,Self-Employed,1530823,81585,60,704,No,Rural,Maharashtra,Car,Approved,No,12.36,2200.08
CUST00249,28,Female,Married,Graduate,Self-Employed,264772,1513807,180,743,No,Semiurban,Karnataka,Business,Rejected,No,11.14,22463.21
CUST00250,27,Male,Single,Graduate,Salaried,326108,1045043,360,729,Yes,Rural,Tamil Nadu,Home,Rejected,No,10.28,11855.43
CUST00251,60,Female,Single,Non-Graduate,Self-Employed,1262958,1666449,48,774,Yes,Rural,Maharashtra,Car,Approved,Yes,10.18,48854.73
CUST00252,32,Male,Married,Graduate,Salaried,1332867,339102,60,821,No,Urban,Rajasthan,Car,Approved,No,12.73,9249.01
CUST00253,33,Male,Married,Graduate,Self-Employed,563339,1386737,48,547,Yes,Urban,Delhi,Education,Rejected,No,13.76,44791.61
CUST00254,37,Male,Married,Non-Graduate,Self-Employed,1907692,1485397,84,647,No,Urban,Maharashtra,Business,Approved,No,13.11,33911.26
CUST00255,37,Female,Single,Graduate,Salaried,1531329,1012854,36,844,No,Semiurban,Karnataka,Business,Approved,No,8.79,35553.99
CUST00256,56,Male,Single,Graduate,Self-Employed,347550,1914434,180,689,Yes,Rural,Uttar Pradesh,Car,Rejected,No,11.45,28902.64
CUST00257,41,Male,Single,Non-Graduate,Self-Employed,1480626,329922,84,593,Yes,Rural,Tamil Nadu,Business,Approved,Yes,14.12,7809.73
CUST00258,28,Female,Single,Graduate,Self-Employed,632882,750601,360,546,No,Urban,Punjab,Business,Approved,Yes,11.28,9140.65
CUST00259,25,Female,Single,Non-Graduate,Self-Employed,537827,1140805,60,650,Yes,Urban,Tamil Nadu,Education,Approved,No,11.83,30259.85
CUST00260,46,Female,Married,Graduate,Self-Employed,1247843,1185228,24,573,No,Semiurban,Tamil Nadu,Car,Rejected,No,13.94,63152.9
CUST00261,36,Female,Single,Graduate,Self-Employed,1740889,964699,360,636,Yes,Rural,Karnataka,Home,Approved,Yes,12.95,13090.43
CUST00262,56,Male,Single,Graduate,Self-Employed,1635434,299474,360,775,Yes,Semiurban,Delhi,Car,Approved,No,10.68,3497.19
CUST00263,48,Male,Married,Non-Graduate,Self-Employed,1903194,1802300,120,798,Yes,Rural,Tamil Nadu,Education,Approved,No,15.06,37638.03
CUST00264,49,Male,Single,Non-Graduate,Salaried,795603,962935,24,708,Yes,Semiurban,Delhi,Education,Approved,No,8.46,46910.98
CUST00265,32,Female,Single,Non-Graduate,Salaried,588349,310116,12,597,Yes,Urban,Maharashtra,Education,Rejected,No,15.96,29967.54
CUST00266,57,Female,Single,Non-Graduate,Self-Employed,1262729,921310,120,701,No,Semiurban,Rajasthan,Business,Approved,No,8.07,13873.39
CUST00267,50,Male,Married,Graduate,Self-Employed,1226919,1942064,60,795,Yes,Semiurban,Punjab,Car,Approved,No,7.13,43906.83
CUST00268,43,Female,Single,Non-Graduate,Salaried,1849189,994994,12,596,Yes,Urban,Rajasthan,Business,Approved,No,15.01,95361.88
CUST00269,36,Female,Married,Non-Graduate,Self-Employed,1489349,570985,48,597,No,Rural,Delhi,Business,Approved,Yes,9.2,16273.07
CUST00270,34,Male,Married,Non-Graduate,Salaried,1303894,69975,48,801,No,Rural,Delhi,Car,Approved,No,13.57,2249.11
CUST00271,30,Male,Single,Graduate,Salaried,594030,207795,360,648,No,Urban,Rajasthan,Education,Approved,No,14.3,3053.43
CUST00272,27,Female,Single,Graduate,Salaried,1625753,1515071,120,757,Yes,Semiurban,Tamil Nadu,Home,Approved,No,14.73,31223.09
CUST00273,57,Female,Single,Non-Graduate,Self-Employed,276077,1307949,240,577,Yes,Semiurban,Gujarat,Home,Approved,Yes,15.92,22801.91
CUST00274,49,Female,Single,Non-Graduate,Self-Employed,1076906,979065,24,488,No,Semiurban,Gujarat,Car,Approved,No,9.65,48667.69
CUST00275,23,Male,Married,Graduate,Self-Employed,333515,1074939,12,787,No,Rural,Karnataka,Car,Rejected,No,13.39,101572.78
CUST00276,35,Male,Single,Non-Graduate,Salaried,1193497,1295709,24,809,No,Semiurban,Punjab,Education,Approved,No,8.04,62669.13
CUST00277,56,Male,Married,Non-Graduate,Salaried,1455564,924829,120,578,No,Rural,Uttar Pradesh,Car,Approved,Yes,10.66,15922.47
CUST00278,39,Male,Married,Non-Graduate,Salaried,325885,1803089,360,716,Yes,Semiurban,Rajasthan,Car,Rejected,No,14.63,26991.24
CUST00279,33,Male,Married,Non-Graduate,Self-Employed,1096209,1393862,84,600,Yes,Urban,Rajasthan,Education,Approved,No,10.31,28569.19
CUST00280,41,Female,Married,Graduate,Salaried,741656,1911924,48,747,Yes,Urban,Karnataka,Education,Approved,No,12.32,59460.84
CUST00281,57,Female,Married,Graduate,Salaried,870688,1687188,12,548,Yes,Rural,Punjab,Business,Rejected,No,11.53,156810.06
CUST00282,47,Female,Single,Graduate,Self-Employed,388014,1274613,12,712,Yes,Rural,Gujarat,Car,Approved,No,12.81,119824.24
CUST00283,49,Male,Married,Non-Graduate,Salaried,291751,438076,60,701,No,Urban,Maharashtra,Home,Approved,No,15.76,13054.66
CUST00284,40,Male,Married,Non-Graduate,Salaried,430203,710008,12,593,Yes,Urban,Tamil Nadu,Car,Approved,Yes,7.5,63604.88
CUST00285,45,Male,Single,Graduate,Self-Employed,1013738,740493,120,795,No,Semiurban,Tamil Nadu,Home,Approved,No,12.17,13680.61
CUST00286,26,Female,Single,Graduate,Self-Employed,895275,1018181,12,561,No,Urban,Maharashtra,Home,Approved,No,14.77,97380.53
CUST00287,56,Male,Married,Graduate,Salaried,1023651,670347,12,509,No,Rural,Maharashtra,Home,Rejected,No,11.33,62191.44
CUST00288,22,Male,Married,Non-Graduate,Self-Employed,1460527,1062092,24,818,Yes,Urban,Punjab,Business,Approved,No,7.71,51077.77
CUST00289,42,Female,Single,Graduate,Salaried,1753731,672605,360,451,No,Rural,Gujarat,Education,Rejected,No,12.04,8616.82
CUST00290,52,Male,Married,Non-Graduate,Self-Employed,395716,775495,36,834,Yes,Rural,Karnataka,Education,Approved,No,9.99,27997.52
CUST00291,36,Female,Single,Non-Graduate,Salaried,784567,1395766,12,753,No,Semiurban,Maharashtra,Business,Approved,No,8.39,126072.56
CUST00292,38,Male,Single,Graduate,Self-Employed,515172,1538856,240,703,Yes,Semiurban,Karnataka,Education,Approved,No,14.64,25185.94
CUST00293,25,Male,Married,Graduate,Salaried,1090695,151459,360,589,No,Semiurban,Punjab,Business,Approved,Yes,11.69,1896.18
CUST00294,56,Female,Single,Non-Graduate,Self-Employed,200126,811985,180,486,Yes,Semiurban,Uttar Pradesh,Car,Approved,No,15.4,14931.5
CUST00295,50,Female,Married,Graduate,Self-Employed,1038761,250422,60,609,No,Urban,Delhi,Business,Approved,No,14.25,7147.46
CUST00296,39,Female,Married,Graduate,Self-Employed,1276208,1930901,24,458,No,Semiurban,Tamil Nadu,Education,Rejected,Yes,13.24,101758.48
CUST00297,43,Female,Married,Non-Graduate,Self-Employed,700315,1200096,60,682,No,Urban,Gujarat,Education,Approved,No,7.05,27052.16
CUST00298,54,Female,Single,Non-Graduate,Self-Employed,1969246,635560,84,548,No,Semiurban,Tamil Nadu,Car,Rejected,No,10.85,13312.71
CUST00299,33,Female,Married,Non-Graduate,Self-Employed,1358521,797512,12,596,Yes,Semiurban,Gujarat,Business,Approved,No,8.78,72294.46
CUST00300,49,Male,Single,Non-Graduate,Self-Employed,517320,566123,48,753,Yes,Rural,Punjab,Car,Approved,No,15.2,18965.12
CUST00301,56,Male,Married,Non-Graduate,Salaried,1499445,1428369,240,657,Yes,Urban,Delhi,Home,Approved,No,8.57,16152.47
CUST00302,42,Female,Married,Graduate,Salaried,941426,376818,24,580,No,Rural,Tamil Nadu,Business,Approved,Yes,9.57,18705.87
CUST00303,56,Male,Single,Non-Graduate,Self-Employed,698716,1086548,60,601,No,Semiurban,Delhi,Car,Approved,No,11.65,28657.7
CUST00304,29,Female,Married,Non-Graduate,Self-Employed,1243917,194832,12,503,No,Urban,Punjab,Car,Rejected,No,9.37,17757.31
CUST00305,59,Male,Married,Non-Graduate,Salaried,1423975,202999,48,569,No,Semiurban,Gujarat,Education,Approved,No,8.89,5733.03
CUST00306,39,Female,Single,Graduate,Salaried,662120,398619,48,610,No,Rural,Maharashtra,Business,Approved,No,12.39,12420.3
CUST00307,58,Male,Single,Non-Graduate,Self-Employed,1383445,111367,84,565,No,Urban,Uttar Pradesh,Home,Approved,Yes,7.8,2049.68
CUST00308,26,Male,Single,Non-Graduate,Salaried,378954,803315,360,524,Yes,Rural,Tamil Nadu,Home,Rejected,No,7.52,7265.54
CUST00309,35,Male,Married,Non-Graduate,Salaried,869078,455804,240,562,Yes,Semiurban,Delhi,Business,Approved,No,10.35,5830.49
CUST00310,40,Male,Single,Graduate,Self-Employed,1283136,958182,36,553,Yes,Semiurban,Rajasthan,Business,Approved,No,13.49,37387.73
CUST00311,29,Male,Single,Non-Graduate,Self-Employed,484260,807038,240,789,Yes,Semiurban,Tamil Nadu,Car,Approved,No,11.99,11426.31
CUST00312,52,Female,Married,Non-Graduate,Self-Employed,332717,1334382,84,703,Yes,Urban,Tamil Nadu,Education,Approved,Yes,10.81,27906.06
CUST00313,24,Female,Single,Non-Graduate,Salaried,1427171,954586,120,676,Yes,Rural,Tamil Nadu,Education,Approved,Yes,12.09,17572.34
CUST00314,38,Female,Married,Graduate,Self-Employed,848373,1806169,360,561,Yes,Rural,Karnataka,Education,Rejected,No,10.29,20505.04
CUST00315,25,Male,Married,Graduate,Self-Employed,579862,1143314,24,548,Yes,Semiurban,Delhi,Business,Rejected,Yes,15.43,62339.2
CUST00316,40,Female,Single,Graduate,Salaried,694592,607685,360,602,No,Rural,Delhi,Education,Rejected,No,7.49,5480.98
CUST00317,43,Male,Married,Graduate,Self-Employed,1348734,1442909,84,798,No,Urban,Tamil Nadu,Car,Approved,No,13.06,32881.15
CUST00318,31,Male,Single,Non-Graduate,Salaried,1957109,1437087,84,833,No,Semiurban,Punjab,Business,Approved,No,15.02,35095.72
CUST00319,57,Male,Single,Non-Graduate,Salaried,1417078,1092377,24,815,No,Semiurban,Punjab,Business,Approved,No,14.23,58469.48
CUST00320,42,Female,Single,Graduate,Salaried,1681074,252332,24,787,No,Semiurban,Maharashtra,Education,Approved,No,8.66,12334.83
CUST00321,24,Male,Single,Graduate,Salaried,530388,432729,24,643,No,Urban,Tamil Nadu,Home,Approved,No,9.66,21513.84
CUST00322,49,Female,Married,Non-Graduate,Salaried,1915630,1961627,360,759,No,Semiurban,Karnataka,Home,Approved,No,13.45,27435.53
CUST00323,54,Female,Married,Non-Graduate,Salaried,518408,1210029,12,612,Yes,Semiurban,Gujarat,Car,Approved,No,7.76,108660.6
CUST00324,33,Male,Single,Graduate,Self-Employed,668276,1118392,60,657,Yes,Semiurban,Karnataka,Education,Approved,No,14.31,31976.69
CUST00325,29,Male,Single,Graduate,Self-Employed,1214920,1009744,180,618,No,Semiurban,Punjab,Education,Rejected,No,13.47,16944.07
CUST00326,51,Female,Married,Graduate,Self-Employed,257545,973780,24,610,Yes,Rural,Maharashtra,Business,Rejected,No,13.57,51586
CUST00327,27,Female,Single,Graduate,Salaried,711411,819299,60,517,Yes,Semiurban,Punjab,Business,Approved,No,7.9,19048.7
CUST00328,24,Female,Married,Non-Graduate,Self-Employed,1025656,1964538,180,738,Yes,Urban,Punjab,Education,Approved,No,13.46,32949.67
CUST00329,39,Female,Single,Graduate,Salaried,1220020,1515291,360,847,Yes,Semiurban,Punjab,Business,Approved,No,13.12,20776.32
CUST00330,50,Female,Married,Graduate,Self-Employed,1084377,1056080,60,726,Yes,Semiurban,Tamil Nadu,Education,Approved,No,14.48,30344.7
CUST00331,51,Female,Married,Non-Graduate,Salaried,213224,421000,24,753,No,Rural,Punjab,Car,Approved,No,7.37,20127.31
CUST00332,55,Male,Married,Non-Graduate,Self-Employed,240738,263567,36,833,Yes,Semiurban,Delhi,Business,Rejected,No,7.21,8904.9
CUST00333,41,Female,Single,Non-Graduate,Salaried,1142654,1613509,84,841,No,Rural,Uttar Pradesh,Education,Approved,No,10.36,33138.4
CUST00334,51,Female,Single,Non-Graduate,Self-Employed,1429336,645923,60,584,No,Urban,Rajasthan,Business,Approved,Yes,8.34,15254.55
CUST00335,39,Female,Single,Non-Graduate,Salaried,1217433,1992811,48,644,No,Rural,Tamil Nadu,Car,Approved,No,12.03,61494.83
CUST00336,51,Female,Single,Graduate,Self-Employed,666725,266184,48,850,Yes,Semiurban,Maharashtra,Business,Approved,No,15.26,8930.47
CUST00337,52,Male,Single,Graduate,Salaried,863937,348090,60,577,No,Urban,Delhi,Education,Approved,Yes,10.52,8853.09
CUST00338,22,Male,Married,Graduate,Self-Employed,1780934,367348,24,482,No,Semiurban,Karnataka,Business,Approved,Yes,14.6,19775.57
CUST00339,30,Female,Married,Non-Graduate,Self-Employed,1374737,1281534,240,625,No,Rural,Punjab,Business,Approved,No,7,12815.34
CUST00340,22,Female,Married,Graduate,Self-Employed,1781530,1039156,24,820,No,Urban,Gujarat,Education,Approved,No,8.52,50676.17
CUST00341,22,Female,Married,Non-Graduate,Salaried,1044193,1376283,360,824,Yes,Urban,Gujarat,Home,Approved,No,7.27,12160.99
CUST00342,44,Male,Married,Graduate,Salaried,498512,142324,24,471,No,Rural,Uttar Pradesh,Business,Rejected,No,9.95,7110.27
CUST00343,37,Male,Married,Graduate,Salaried,862143,273536,360,687,No,Rural,Tamil Nadu,Business,Approved,No,15.17,4217.77
CUST00344,52,Male,Married,Non-Graduate,Salaried,766202,1855808,240,607,No,Urban,Karnataka,Car,Approved,No,7.87,19903.54
CUST00345,36,Male,Single,Non-Graduate,Salaried,1450155,1370567,36,487,No,Urban,Uttar Pradesh,Home,Approved,Yes,12.46,52302.36
CUST00346,36,Male,Married,Graduate,Self-Employed,852026,76155,360,679,Yes,Rural,Rajasthan,Car,Approved,No,11.06,913.44
CUST00347,59,Male,Single,Graduate,Salaried,1196530,391815,120,814,No,Semiurban,Rajasthan,Education,Approved,No,15.45,8309.74
CUST00348,51,Female,Married,Graduate,Self-Employed,971253,1739755,48,500,No,Urban,Uttar Pradesh,Education,Approved,No,8.1,47988.24
CUST00349,44,Male,Married,Graduate,Self-Employed,704471,1968318,84,713,No,Rural,Maharashtra,Car,Approved,No,8.91,38047.12
CUST00350,21,Male,Single,Graduate,Salaried,1578246,510494,48,732,No,Semiurban,Gujarat,Business,Approved,No,7.27,13728.03
CUST00351,31,Female,Married,Non-Graduate,Self-Employed,1006388,199381,360,476,No,Urban,Karnataka,Home,Approved,No,10.91,2366.54
CUST00352,41,Male,Single,Non-Graduate,Salaried,1467543,1230267,120,675,No,Urban,Tamil Nadu,Car,Approved,Yes,9.5,19991.84
CUST00353,24,Female,Married,Non-Graduate,Salaried,583152,1574986,12,726,Yes,Rural,Punjab,Car,Approved,No,14.83,150713.04
CUST00354,27,Male,Single,Non-Graduate,Salaried,1154652,493324,36,735,No,Semiurban,Delhi,Education,Approved,No,12.44,18817.57
CUST00355,46,Female,Married,Graduate,Self-Employed,294270,84707,36,546,Yes,Urban,Tamil Nadu,Business,Approved,No,12.53,3237.45
CUST00356,32,Female,Single,Graduate,Salaried,1245482,987841,12,733,Yes,Semiurban,Tamil Nadu,Home,Approved,No,11.79,92025.62
CUST00357,51,Female,Single,Non-Graduate,Salaried,1791961,1617053,84,816,No,Semiurban,Karnataka,Car,Approved,No,7.83,29801.9
CUST00358,37,Female,Married,Graduate,Salaried,1914331,1966545,240,766,Yes,Urban,Gujarat,Home,Approved,No,11.01,26236.99
CUST00359,53,Female,Married,Non-Graduate,Self-Employed,1395889,1820440,180,753,No,Semiurban,Karnataka,Home,Approved,No,16,34386.09
CUST00360,31,Male,Single,Graduate,Salaried,358768,1801550,120,596,Yes,Urban,Delhi,Car,Rejected,Yes,14.52,36811.67
CUST00361,48,Male,Married,Graduate,Self-Employed,1495302,796788,360,453,No,Semiurban,Uttar Pradesh,Home,Rejected,No,15.04,12199.71
CUST00362,52,Female,Single,Graduate,Self-Employed,770451,403299,180,484,Yes,Urban,Karnataka,Education,Approved,Yes,14.41,7083.5
CUST00363,21,Female,Married,Non-Graduate,Salaried,219816,1885289,84,641,Yes,Rural,Maharashtra,Business,Rejected,No,7.93,34902.53
CUST00364,48,Female,Single,Non-Graduate,Self-Employed,1167344,1257068,240,498,No,Urban,Tamil Nadu,Business,Rejected,No,9.05,14718.17
CUST00365,27,Male,Married,Non-Graduate,Self-Employed,957907,1572688,36,466,Yes,Urban,Gujarat,Business,Rejected,Yes,7.03,52899.11
CUST00366,22,Female,Single,Non-Graduate,Salaried,514997,220102,360,621,Yes,Urban,Punjab,Education,Approved,No,9.73,2396.05
CUST00367,44,Female,Married,Graduate,Salaried,1404565,444274,360,669,Yes,Semiurban,Rajasthan,Education,Approved,No,7.98,4188.52
CUST00368,24,Female,Single,Graduate,Salaried,1869595,267285,240,607,Yes,Rural,Delhi,Education,Rejected,No,11.26,3621.71
CUST00369,39,Female,Single,Graduate,Self-Employed,1925502,1436980,48,495,Yes,Semiurban,Rajasthan,Business,Rejected,No,13.09,45612.14
CUST00370,46,Male,Married,Graduate,Salaried,1455100,1258052,120,822,No,Semiurban,Tamil Nadu,Home,Approved,No,14.87,26073.13
CUST00371,31,Female,Married,Non-Graduate,Self-Employed,1835687,808842,240,455,Yes,Urban,Karnataka,Education,Rejected,Yes,13.74,12631.42
CUST00372,60,Female,Single,Graduate,Self-Employed,1238896,1072788,24,548,Yes,Semiurban,Rajasthan,Car,Approved,No,15.45,58511.65
CUST00373,31,Male,Single,Graduate,Self-Employed,1400454,1259504,24,829,No,Urban,Maharashtra,Education,Approved,No,7.49,60340.74
CUST00374,23,Female,Single,Graduate,Self-Employed,930880,1763136,240,682,No,Rural,Karnataka,Car,Approved,Yes,7.11,17792.98
CUST00375,32,Female,Single,Non-Graduate,Self-Employed,1774623,900610,36,486,No,Semiurban,Tamil Nadu,Business,Rejected,No,12.95,34736.03
CUST00376,23,Male,Married,Non-Graduate,Salaried,981452,346141,240,729,Yes,Semiurban,Rajasthan,Car,Approved,No,9.6,4211.38
CUST00377,47,Male,Single,Non-Graduate,Salaried,1683741,993115,60,798,Yes,Semiurban,Punjab,Education,Approved,No,9.28,24232.01
CUST00378,22,Male,Single,Graduate,Self-Employed,333554,1742137,84,751,Yes,Urban,Uttar Pradesh,Education,Approved,No,9.98,35228.5
CUST00379,36,Female,Single,Non-Graduate,Self-Employed,651282,1795171,24,630,Yes,Urban,Delhi,Home,Approved,No,9.43,88905.84
CUST00380,22,Female,Married,Graduate,Salaried,1342077,1347076,180,544,No,Semiurban,Rajasthan,Business,Approved,Yes,11.6,20505.49
CUST00381,50,Male,Single,Graduate,Salaried,464223,1788993,240,548,No,Semiurban,Punjab,Car,Rejected,No,10.96,23793.61
CUST00382,40,Male,Married,Graduate,Self-Employed,1308252,1230887,24,637,Yes,Rural,Uttar Pradesh,Business,Approved,Yes,11.61,63195.79
CUST00383,58,Male,Married,Non-Graduate,Self-Employed,1990380,1857610,84,565,Yes,Rural,Uttar Pradesh,Education,Approved,No,13.05,42315.91
CUST00384,48,Female,Married,Non-Graduate,Salaried,1422108,295546,84,640,Yes,Rural,Rajasthan,Home,Approved,No,10.48,6099.51
CUST00385,45,Female,Married,Graduate,Salaried,1863261,1295309,180,702,Yes,Rural,Gujarat,Education,Approved,No,9.26,17191.63
CUST00386,52,Male,Married,Graduate,Self-Employed,797135,701233,360,610,No,Rural,Rajasthan,Education,Approved,No,8.5,6914.94
CUST00387,30,Female,Married,Non-Graduate,Salaried,1866471,1668136,60,705,No,Urban,Tamil Nadu,Education,Approved,No,10.15,41911.92
CUST00388,60,Male,Married,Non-Graduate,Salaried,420178,1974401,240,772,Yes,Rural,Uttar Pradesh,Car,Approved,No,13.68,30734.84
CUST00389,53,Female,Single,Non-Graduate,Self-Employed,1398097,1946220,12,577,No,Rural,Delhi,Education,Approved,No,13.81,184582.75
